,load,inPin,inDirection,inSupply,driver,outPin,outDirection,outSupply
160744,gen12p93dl2/gtslice0/gtssm0/gteutop5,subsliceID_raw[0],in,VCCGT,gen12p93dl2/gtslice0/gtsc1/gtcpipepar11,subsliceID_raw[0],out,VCCGT
160745,gen12p93dl2/gtslice0/gtssm0/gteutop6,subsliceID_raw[0],in,VCCGT,gen12p93dl2/gtslice0/gtsc1/gtcpipepar11,subsliceID_raw[0],out,VCCGT
160746,gen12p93dl2/gtslice0/gtssm0/gteusystop7,subsliceID_raw[0],in,VCCGT,gen12p93dl2/gtslice0/gtsc1/gtcpipepar11,subsliceID_raw[0],out,VCCGT
160747,gen12p93dl2/gtslice0/gtssm0/gteutop7,subsliceID_raw[0],in,VCCGT,gen12p93dl2/gtslice0/gtsc1/gtcpipepar11,subsliceID_raw[0],out,VCCGT
160919,gen12p93dl2/gtsqmcxlinf1/gtgacspar11,vfl_vfg_creditrel_1,in,VCCGT,gen12p93dl2/gtslice1/gtsc1/gtfixpar51,vfl_vfg_creditrel,out,VCCGT
160925,gen12p93dl2/gtslice0/gtssm1/gtssmpar31,gteutop4_visaeutop_visa_data_bypass_cr_out.visa_data_bus[0][0],in,VCCGT,gen12p93dl2/gtslice0/gtssm1/gteutop4,visaeutop_visa_data_bypass_cr_out.visa_data_bus[0][0],out,VCCGT
160967,gen12p93dl2/gtslice0/gtssm0/gteutop1,dpas_ga_en_pre1,in,VCCGT,gen12p93dl2/gtslice0/gtssm0/gteusystop1,dpas_ga_en_pre1,out,VCCGT
161345,gen12p93dl2/gtslice1/gtssm2/gtlscpar11,pss_daprss_cache_invalidate,in,VCCGT,gen12p93dl2/gtslice1/gtsc1/gtcpipepar21,pss_daprss_cache_invalidate_0,out,VCCGT
161709,gen12p93dl2/gtslice0/gtsc1/gtfixpar11,client_rru_data_inf_up_1,in,VCCGT,gen12p93dl2/gtslice0/gtssm0/gtssmpar61,ft_rru_gass_rr_inf_target_Ob_target_sender_inf_up[0],out,VCCGT
162460,gen12p93dl2/gtmempipe0/gtmpnode01/gtnode0lnepar11,nurb_lne_rr_pkt_3[10],in,VCCGT,gen12p93dl2/gtslice1/gtsc1/gtfixpar21,nurb_lne_rr_pkt_0[10],out,VCCGT
163808,gen12p93dl2/gtslice0/gtssm0/gteutop0,visaeutop_prog_bus_in.visa_startid[0],in,VCCGT,gen12p93dl2/gtslice0/gtssm0/gtssmpar41,gteutop0_visaeutop_prog_bus_in.visa_startid[0],out,VCCGT
164120,gen12p93dl2/gtmempipe0/gtmpnode11/gtnode1lnepar11,nurb_lne_rr_pkt_3[10],in,VCCGT,gen12p93dl2/gtslice1/gtsc1/gtfixpar21,nurb_lne_rr_pkt_1[10],out,VCCGT
164931,gen12p93dl2/gtsqmcxlinf1/gtglobalpar11,device_postboot_sai_strap[0],in,VCCGT,gen12p93dl2/gen12p93dl2,device_postboot_sai_strap[0],,VccVNNINF
164936,gen12p93dl2/gtmempipe0/gtmpnode01/gtnode0lnipar11,dftevent_nodecompar2_node0lnipar1_bus.packet_raw.eventbus_encoded[0],in,VCCGT,gen12p93dl2/gtmempipe0/gtmpnodecom1/gtnodecompar21,dftevent_nodecompar2_node0lnipar1_bus.packet_raw.eventbus_encoded[0],out,VCCGT
165770,gen12p93dl2/gtmempipe0/gtmpnode01/gtnode0lnepar11,nurb_lne_rr_pkt_0[10],in,VCCGT,gen12p93dl2/gtslice0/gtsc1/gtfixpar11,nurb_lne_rr_pkt_0[10],out,VCCGT
166359,gen12p93dl2/gtslice1/gtssm1/gtssmpar21,subsliceID_raw[0],in,VCCGT,gen12p93dl2/gtslice1/gtssm0/gtssmpar31,subsliceID_raw_ft_dsy[0],out,VCCGT
166360,gen12p93dl2/gtslice1/gtssm1/gtssmpar41,subsliceID_raw[0],in,VCCGT,gen12p93dl2/gtslice1/gtssm0/gtssmpar31,subsliceID_raw_ft_dsy[0],out,VCCGT
166361,gen12p93dl2/gtslice1/gtssm1/gtssmpar51,subsliceID_raw[0],in,VCCGT,gen12p93dl2/gtslice1/gtssm0/gtssmpar31,subsliceID_raw_ft_dsy[0],out,VCCGT
166362,gen12p93dl2/gtslice1/gtssm1/gteusystop0,subsliceID_raw[0],in,VCCGT,gen12p93dl2/gtslice1/gtssm0/gtssmpar31,subsliceID_raw_ft_dsy[0],out,VCCGT
166363,gen12p93dl2/gtslice1/gtssm1/gteutop0,subsliceID_raw[0],in,VCCGT,gen12p93dl2/gtslice1/gtssm0/gtssmpar31,subsliceID_raw_ft_dsy[0],out,VCCGT
166364,gen12p93dl2/gtslice1/gtssm1/gteutop1,subsliceID_raw[0],in,VCCGT,gen12p93dl2/gtslice1/gtssm0/gtssmpar31,subsliceID_raw_ft_dsy[0],out,VCCGT
166365,gen12p93dl2/gtslice1/gtssm1/gteutop2,subsliceID_raw[0],in,VCCGT,gen12p93dl2/gtslice1/gtssm0/gtssmpar31,subsliceID_raw_ft_dsy[0],out,VCCGT
166366,gen12p93dl2/gtslice1/gtssm1/gteutop3,subsliceID_raw[0],in,VCCGT,gen12p93dl2/gtslice1/gtssm0/gtssmpar31,subsliceID_raw_ft_dsy[0],out,VCCGT
166367,gen12p93dl2/gtslice1/gtssm1/gteutop4,subsliceID_raw[0],in,VCCGT,gen12p93dl2/gtslice1/gtssm0/gtssmpar31,subsliceID_raw_ft_dsy[0],out,VCCGT
166368,gen12p93dl2/gtslice1/gtssm1/gteutop5,subsliceID_raw[0],in,VCCGT,gen12p93dl2/gtslice1/gtssm0/gtssmpar31,subsliceID_raw_ft_dsy[0],out,VCCGT
166369,gen12p93dl2/gtslice1/gtssm1/gteutop6,subsliceID_raw[0],in,VCCGT,gen12p93dl2/gtslice1/gtssm0/gtssmpar31,subsliceID_raw_ft_dsy[0],out,VCCGT
166370,gen12p93dl2/gtslice1/gtssm1/gteusystop7,subsliceID_raw[0],in,VCCGT,gen12p93dl2/gtslice1/gtssm0/gtssmpar31,subsliceID_raw_ft_dsy[0],out,VCCGT
166371,gen12p93dl2/gtslice1/gtssm1/gteutop7,subsliceID_raw[0],in,VCCGT,gen12p93dl2/gtslice1/gtssm0/gtssmpar31,subsliceID_raw_ft_dsy[0],out,VCCGT
166701,gen12p93dl2/gtslice1/gtsc1/gtscmtfixpar11,lsc_tdg_uavflushdone_1,in,VCCGT,gen12p93dl2/gtslice1/gtssm0/gtssmpar61,ft_u_lsc_flush_ctrl_lsc_tdg_uavflushdone_inf_O_pulse,out,VCCGT
167093,gen12p93dl2/gtslice1/gtssm0/gtssmpar51,input_from_parent.trstb,in,VCCGT,gen12p93dl2/gtslice1/gtsc1/gtxetlbpar21,output_to_child_1.trstb,out,VCCGT
167227,gen12p93dl2/gtmempipe0/gtmpnode11/gtnode1lnepar11,nurb_lne_rr_pkt_0[10],in,VCCGT,gen12p93dl2/gtslice0/gtsc1/gtfixpar11,nurb_lne_rr_pkt_1[10],out,VCCGT
167790,gen12p93dl2/gtslice1/gtssm3/gteutop6,dftring_gtssm_out1_gteutop_in1.any_pkt.data[10],in,VCCGT,gen12p93dl2/gtslice1/gtssm3/gtlscpar11,dftring_gtlscpar1_out3_gteutop_in1.any_pkt.data[10],out,VCCGT
169089,gen12p93dl2/gtslice0/gtsc1/gtfixpar31,sfbe_sffe_eodb_3,in,VCCGT,gen12p93dl2/gtmempipe0/gtnoderc1,sfbe_sffe_eodb_loc_0_1,out,VCCGT
169105,gen12p93dl2/gtslice1/gtsc1/gtfixpar31,sfbe_sffe_eodb_3,in,VCCGT,gen12p93dl2/gtmempipe0/gtnoderc1,sfbe_sffe_eodb_loc_1_1,out,VCCGT
170607,gen12p93dl2/gtsqmcxlinf1/gtcgpinf1/gtinfpar_vccvnninf_wrap1,cpma_eu_bbl_rate_sync_rst_ack,in,VccVNNINF,gen12p93dl2/gtmempipe0/gtnoderc1,cpma_eu_bbl_rate_sync_rst_ack,out,VCCGT
170694,gen12p93dl2/gtslice1/gtssm1/gtssmpar51,dftring_gteutop_out2_gtssmpar5_in2.any_pkt.data[10],in,VCCGT,gen12p93dl2/gtslice1/gtssm1/gteutop3,dftring_gteutop_out2_gtssm_in2.any_pkt.data[10],out,VCCGT
171339,gen12p93dl2/gtslice0/gtssm2/gtssmpar61,visagtssmpar6_prog_bus_in.visa_serial_cfg[0],in,VCCGT,gen12p93dl2/gtslice0/gtsc1/gtxetlbpar11,gtssm2_visagtssmpar6_prog_bus_in.visa_serial_cfg[0],out,VCCGT
172344,gen12p93dl2/gtslice1/gtsc1/gtzpipepar11,sbe_iz_target_inf_up,in,VCCGT,gen12p93dl2/gtslice1/gtsc1/gtrasterpar21,sbe_iz_target_inf_up_0,out,VCCGT
172639,gen12p93dl2/gtsqmcxlinf1/gtsqidim1/gtsqidim1par11,dftevent_gacspar1_sqidim1par1_bus.packet_raw.eventbus_encoded[0],in,VCCGT,gen12p93dl2/gtsqmcxlinf1/gtgacspar11,dftevent_gacspar1_sqidim1par1_bus.packet_raw.eventbus_encoded[0],out,VCCGT
172694,gen12p93dl2/gtmempipe0/gtmpnode01/gtnode0lnepar11,input_from_parent.fdfx_powergood,in,VCCGT,gen12p93dl2/gtsqmcxlinf1/gtgacspar31,gdt_tap_to_node.fdfx_powergood,out,VCCGT
172695,gen12p93dl2/gtmempipe0/gtmpnode11/gtnode1lnepar11,input_from_parent.fdfx_powergood,in,VCCGT,gen12p93dl2/gtsqmcxlinf1/gtgacspar31,gdt_tap_to_node.fdfx_powergood,out,VCCGT
172748,gen12p93dl2/gtslice0/gtsc1/gtcpipepar11,vdmodi_gtcpipepar2_gtcpipepar1_chain.shift,in,VCCGT,gen12p93dl2/gtslice0/gtsc1/gtcpipepar21,vdmodi_gtcpipepar2_gtcpipepar1_chain.shift,out,VCCGT
174860,gen12p93dl2/gtslice0/gtssm0/gtlscpar11,cp_cdevrstb_rst,in,VCCGT,gen12p93dl2/gtsqmcxlinf1/gtgacspar11,cp_cdevrstb_rst,out,VCCGT
174862,gen12p93dl2/gtslice0/gtssm0/gtssmpar21,cp_cdevrstb_rst,in,VCCGT,gen12p93dl2/gtsqmcxlinf1/gtgacspar11,cp_cdevrstb_rst,out,VCCGT
174863,gen12p93dl2/gtslice0/gtssm0/gtssmpar41,cp_cdevrstb_rst,in,VCCGT,gen12p93dl2/gtsqmcxlinf1/gtgacspar11,cp_cdevrstb_rst,out,VCCGT
174864,gen12p93dl2/gtslice0/gtssm0/gtssmpar51,cp_cdevrstb_rst,in,VCCGT,gen12p93dl2/gtsqmcxlinf1/gtgacspar11,cp_cdevrstb_rst,out,VCCGT
174867,gen12p93dl2/gtslice0/gtssm2/gtlscpar11,cp_cdevrstb_rst,in,VCCGT,gen12p93dl2/gtsqmcxlinf1/gtgacspar11,cp_cdevrstb_rst,out,VCCGT
174869,gen12p93dl2/gtslice0/gtssm2/gtssmpar21,cp_cdevrstb_rst,in,VCCGT,gen12p93dl2/gtsqmcxlinf1/gtgacspar11,cp_cdevrstb_rst,out,VCCGT
174870,gen12p93dl2/gtslice0/gtssm2/gtssmpar41,cp_cdevrstb_rst,in,VCCGT,gen12p93dl2/gtsqmcxlinf1/gtgacspar11,cp_cdevrstb_rst,out,VCCGT
174871,gen12p93dl2/gtslice0/gtssm2/gtssmpar51,cp_cdevrstb_rst,in,VCCGT,gen12p93dl2/gtsqmcxlinf1/gtgacspar11,cp_cdevrstb_rst,out,VCCGT
174885,gen12p93dl2/gtslice0/gtsc1/gtxetlbpar21,cp_cdevrstb_rst,in,VCCGT,gen12p93dl2/gtsqmcxlinf1/gtgacspar11,cp_cdevrstb_rst,out,VCCGT
174886,gen12p93dl2/gtslice0/gtsc1/gtzpipepar11,cp_cdevrstb_rst,in,VCCGT,gen12p93dl2/gtsqmcxlinf1/gtgacspar11,cp_cdevrstb_rst,out,VCCGT
174887,gen12p93dl2/gtslice0/gtsc1/gtzpipepar21,cp_cdevrstb_rst,in,VCCGT,gen12p93dl2/gtsqmcxlinf1/gtgacspar11,cp_cdevrstb_rst,out,VCCGT
174888,gen12p93dl2/gtslice0/gtsc1/gtfixpar41,cp_cdevrstb_rst,in,VCCGT,gen12p93dl2/gtsqmcxlinf1/gtgacspar11,cp_cdevrstb_rst,out,VCCGT
174889,gen12p93dl2/gtslice1/gtssm0/gtlscpar11,cp_cdevrstb_rst,in,VCCGT,gen12p93dl2/gtsqmcxlinf1/gtgacspar11,cp_cdevrstb_rst,out,VCCGT
174891,gen12p93dl2/gtslice1/gtssm0/gtssmpar21,cp_cdevrstb_rst,in,VCCGT,gen12p93dl2/gtsqmcxlinf1/gtgacspar11,cp_cdevrstb_rst,out,VCCGT
174892,gen12p93dl2/gtslice1/gtssm0/gtssmpar41,cp_cdevrstb_rst,in,VCCGT,gen12p93dl2/gtsqmcxlinf1/gtgacspar11,cp_cdevrstb_rst,out,VCCGT
174893,gen12p93dl2/gtslice1/gtssm0/gtssmpar51,cp_cdevrstb_rst,in,VCCGT,gen12p93dl2/gtsqmcxlinf1/gtgacspar11,cp_cdevrstb_rst,out,VCCGT
174896,gen12p93dl2/gtslice1/gtssm2/gtlscpar11,cp_cdevrstb_rst,in,VCCGT,gen12p93dl2/gtsqmcxlinf1/gtgacspar11,cp_cdevrstb_rst,out,VCCGT
174898,gen12p93dl2/gtslice1/gtssm2/gtssmpar21,cp_cdevrstb_rst,in,VCCGT,gen12p93dl2/gtsqmcxlinf1/gtgacspar11,cp_cdevrstb_rst,out,VCCGT
174899,gen12p93dl2/gtslice1/gtssm2/gtssmpar41,cp_cdevrstb_rst,in,VCCGT,gen12p93dl2/gtsqmcxlinf1/gtgacspar11,cp_cdevrstb_rst,out,VCCGT
174900,gen12p93dl2/gtslice1/gtssm2/gtssmpar51,cp_cdevrstb_rst,in,VCCGT,gen12p93dl2/gtsqmcxlinf1/gtgacspar11,cp_cdevrstb_rst,out,VCCGT
174914,gen12p93dl2/gtslice1/gtsc1/gtxetlbpar21,cp_cdevrstb_rst,in,VCCGT,gen12p93dl2/gtsqmcxlinf1/gtgacspar11,cp_cdevrstb_rst,out,VCCGT
174915,gen12p93dl2/gtslice1/gtsc1/gtzpipepar11,cp_cdevrstb_rst,in,VCCGT,gen12p93dl2/gtsqmcxlinf1/gtgacspar11,cp_cdevrstb_rst,out,VCCGT
174916,gen12p93dl2/gtslice1/gtsc1/gtzpipepar21,cp_cdevrstb_rst,in,VCCGT,gen12p93dl2/gtsqmcxlinf1/gtgacspar11,cp_cdevrstb_rst,out,VCCGT
174917,gen12p93dl2/gtslice1/gtsc1/gtfixpar41,cp_cdevrstb_rst,in,VCCGT,gen12p93dl2/gtsqmcxlinf1/gtgacspar11,cp_cdevrstb_rst,out,VCCGT
174940,gen12p93dl2/gtsqmcxlinf1/gtsqbgfpar0/gtsqbgf_vccgt_wrap01,cp_cdevrstb_rst,in,VCCGT,gen12p93dl2/gtsqmcxlinf1/gtgacspar11,cp_cdevrstb_rst,out,VCCGT
174941,gen12p93dl2/gtsqmcxlinf1/gtsqbgfpar1/gtsqbgf_vccgt_wrap11,cp_cdevrstb_rst,in,VCCGT,gen12p93dl2/gtsqmcxlinf1/gtgacspar11,cp_cdevrstb_rst,out,VCCGT
178830,gen12p93dl2/gtslice1/gtsc1/gtfixpar11,mcrgtcpipepar2_mcrgtfixpar1_sender_target_inf_up,in,VCCGT,gen12p93dl2/gtslice1/gtsc1/gtcpipepar21,mcrgtcpipepar2_mcrgtfixpar1_sender_target_inf_up,out,VCCGT
179026,gen12p93dl2/gtslice0/gtsc1/gtfixpar11,lne_nurb_rr_creditrel_0,in,VCCGT,gen12p93dl2/gtmempipe0/gtmpnode01/gtnode0lnepar11,lne_nurb_rr_creditrel_0,out,VCCGT
179028,gen12p93dl2/gtslice0/gtsc1/gtfixpar21,lne_nurb_rr_creditrel_0,in,VCCGT,gen12p93dl2/gtmempipe0/gtmpnode01/gtnode0lnepar11,lne_nurb_rr_creditrel_1,out,VCCGT
179029,gen12p93dl2/gtslice1/gtsc1/gtfixpar11,lne_nurb_rr_creditrel_0,in,VCCGT,gen12p93dl2/gtmempipe0/gtmpnode01/gtnode0lnepar11,lne_nurb_rr_creditrel_2,out,VCCGT
179030,gen12p93dl2/gtslice1/gtsc1/gtfixpar21,lne_nurb_rr_creditrel_0,in,VCCGT,gen12p93dl2/gtmempipe0/gtmpnode01/gtnode0lnepar11,lne_nurb_rr_creditrel_3,out,VCCGT
179117,gen12p93dl2/gtslice0/gtssm3/gtssmpar21,rtf_lsc_credit_rel,in,VCCGT,gen12p93dl2/gtslice0/gtssm3/gtssmpar51,rtf_lsc_credit_rel_1,out,VCCGT
179952,gen12p93dl2/gtslice1/gtsc1/gtxetlbpar11,dftring_gtssm_out1_gtxetlbpar1_in1.any_pkt.data[0],in,VCCGT,gen12p93dl2/gtslice1/gtssm2/gtssmpar51,dftring_gtssmpar5_out1_next_gtslice_in1.any_pkt.data[0],out,VCCGT
180808,gen12p93dl2/gtslice0/gtssm2/gtlscpar11,dftring_gteutop_out2_gtlscpar1_in2.any_pkt.done,in,VCCGT,gen12p93dl2/gtslice0/gtssm2/gteutop6,dftring_gteutop_out2_gtssm_in2.any_pkt.done,out,VCCGT
182845,gen12p93dl2/gtslice1/gtssm0/gtssmpar31,gteutop4_visaeutop_visa_data_bypass_cr_out.visa_bypass_cr[0],in,VCCGT,gen12p93dl2/gtslice1/gtssm0/gteutop4,visaeutop_visa_data_bypass_cr_out.visa_bypass_cr[0],out,VCCGT
183488,gen12p93dl2/gtslice0/gtssm1/gteutop6,dftring_gtssm_out1_gteutop_in1.any_pkt.opcode[0],in,VCCGT,gen12p93dl2/gtslice0/gtssm1/gtlscpar11,dftring_gtlscpar1_out3_gteutop_in1.any_pkt.opcode[0],out,VCCGT
184052,gen12p93dl2/gtmempipe0/gtmpnode01/gtnode0cbepar11,sarb_cbe_state_wires.state_dw2[7],in,VCCGT,gen12p93dl2/gtmempipe0/gtmpnodecom1/gtnodecompar11,sarb_cbe_state_wires.state_dw2[7],out,VCCGT
184054,gen12p93dl2/gtmempipe0/gtmpnode11/gtnode1cbepar11,sarb_cbe_state_wires.state_dw2[7],in,VCCGT,gen12p93dl2/gtmempipe0/gtmpnodecom1/gtnodecompar11,sarb_cbe_state_wires.state_dw2[7],out,VCCGT
184055,gen12p93dl2/gtmempipe0/gtmpnode11/gtnode1cbepar21,sarb_cbe_state_wires.state_dw2[7],in,VCCGT,gen12p93dl2/gtmempipe0/gtmpnodecom1/gtnodecompar11,sarb_cbe_state_wires.state_dw2[7],out,VCCGT
184858,gen12p93dl2/gtslice1/gtssm1/gteusystop0,cp_cg3ddisgcp,in,VCCGT,gen12p93dl2/gtslice1/gtssm1/gtssmpar11,cp_cg3ddisgcp,out,VCCGT
184866,gen12p93dl2/gtslice1/gtssm1/gteusystop7,cp_cg3ddisgcp,in,VCCGT,gen12p93dl2/gtslice1/gtssm1/gtssmpar11,cp_cg3ddisgcp,out,VCCGT
185964,gen12p93dl2/gtslice0/gtsc1/gtcpipepar11,lsc_pss_flush_done_0,in,VCCGT,gen12p93dl2/gtslice0/gtssm0/gtlscpar11,lsc_pss_flush_done,out,VCCGT
187315,gen12p93dl2/gtmempipe0/gtmpnode11/gtnode1cbepar21,lne_cbe_rr_inf_up_0,in,VCCGT,gen12p93dl2/gtmempipe0/gtmpnode11/gtnode1lnepar11,lne_cbe_rr_inf_up_0,out,VCCGT
187520,gen12p93dl2/gtslice0/gtssm2/gtssmpar21,eu_lsc_data_inf_up_2,in,VCCGT,gen12p93dl2/gtslice0/gtssm2/gteutop6,eu_lsc_data_inf_up,out,VCCGT
188213,gen12p93dl2/gtslice1/gtssm2/gteusystop0,row_rwr_euid_signals[0],in,VCCGT,gen12p93dl2/gtslice1/gtssm2/gtssmpar11,row_rwr_euid_signals[0][0],out,VCCGT
188324,gen12p93dl2/gtmempipe0/gtmpnode01/gtnode0cbepar11,lncf_cbe_state_invalidate_put,in,VCCGT,gen12p93dl2/gtmempipe0/gtmpnode01/gtnode0lnipar11,lncf_cbe_state_invalidate_put,out,VCCGT
190870,gen12p93dl2/gtslice0/gtssm3/gtssmpar51,dftring_gtslice_out1_gtssm_in1.any_pkt.opcode[0],in,VCCGT,gen12p93dl2/gtslice0/gtssm2/gtssmpar41,dftring_gtssmpar4_out1_mux_in1.any_pkt.opcode[0],out,VCCGT
192380,gen12p93dl2/gtslice1/gtssm0/gtssmpar21,eu_lsc_sb_inf_up_3,in,VCCGT,gen12p93dl2/gtslice1/gtssm0/gteutop7,eu_lsc_sb_inf_up,out,VCCGT
192975,gen12p93dl2/gtslice0/gtsc1/gtcpipepar11,visagtfixpar5_visagtcpipepar1_prog_bus_out.visa_startid[0],in,VCCGT,gen12p93dl2/gtslice0/gtsc1/gtfixpar51,visagtfixpar5_visagtcpipepar1_prog_bus_out.visa_startid[0],out,VCCGT
194758,gen12p93dl2/gtslice0/gtssm1/gteusystop0,cp_cg3ddisgcp,in,VCCGT,gen12p93dl2/gtslice0/gtssm1/gtssmpar11,cp_cg3ddisgcp,out,VCCGT
194766,gen12p93dl2/gtslice0/gtssm1/gteusystop7,cp_cg3ddisgcp,in,VCCGT,gen12p93dl2/gtslice0/gtssm1/gtssmpar11,cp_cg3ddisgcp,out,VCCGT
194769,gen12p93dl2/gtslice0/gtssm1/gtssmpar31,cp_cg3ddisgcp,in,VCCGT,gen12p93dl2/gtslice0/gtssm1/gtssmpar11,cp_cg3ddisgcp,out,VCCGT
196628,gen12p93dl2/gtslice1/gtssm2/gteusystop7,row_rwr_euid_signals[0],in,VCCGT,gen12p93dl2/gtslice1/gtssm2/gtssmpar11,row_rwr_euid_signals[7][0],out,VCCGT
197018,gen12p93dl2/gtslice0/gtssm1/gtssmpar21,eu_lsc_sb_inf_up_3,in,VCCGT,gen12p93dl2/gtslice0/gtssm1/gteutop7,eu_lsc_sb_inf_up,out,VCCGT
197225,gen12p93dl2/gtslice1/gtsc1/gtscmtfixpar11,pss_tdg_uavdec_1,in,VCCGT,gen12p93dl2/gtslice1/gtsc1/gtcpipepar21,pss_tdg_uavdec,out,VCCGT
198097,gen12p93dl2/gtslice0/gtssm1/gtssmpar51,cp_cgacgdis_rt,in,VCCGT,gen12p93dl2/gtslice0/gtssm0/gtssmpar31,cp_cgacgdis_rt_ft_out,out,VCCGT
198954,gen12p93dl2/gtslice0/gtsc1/gtfixpar51,dftring_gtcpipepar1_scan1_gtfixpar5_scan1.any_pkt.data[10],in,VCCGT,gen12p93dl2/gtslice0/gtsc1/gtcpipepar11,dftring_gtcpipepar1_scan1_gtfixpar5_scan1.any_pkt.data[10],out,VCCGT
204102,gen12p93dl2/gtslice1/gtsc1/gtzpipepar11,dftring_gtscmtfixpar2_scan1_gtzpipepar1_scan1.any_pkt.opcode[0],in,VCCGT,gen12p93dl2/gtslice1/gtsc1/gtscmtfixpar21,dftring_gtscmtfixpar2_scan1_gtzpipepar1_scan1.any_pkt.opcode[0],out,VCCGT
204565,gen12p93dl2/gtslice1/gtssm0/gtssmpar51,cp_cgacgdis_rt,in,VCCGT,gen12p93dl2/gtslice1/gtsc1/gtrasterpar11,cp_cgacgdis_rt,out,VCCGT
204566,gen12p93dl2/gtslice1/gtssm0/gtssmpar31,cp_cgacgdis_rt,in,VCCGT,gen12p93dl2/gtslice1/gtsc1/gtrasterpar11,cp_cgacgdis_rt,out,VCCGT
204567,gen12p93dl2/gtslice1/gtssm2/gtssmpar51,cp_cgacgdis_rt,in,VCCGT,gen12p93dl2/gtslice1/gtsc1/gtrasterpar11,cp_cgacgdis_rt,out,VCCGT
204568,gen12p93dl2/gtslice1/gtssm2/gtssmpar31,cp_cgacgdis_rt,in,VCCGT,gen12p93dl2/gtslice1/gtsc1/gtrasterpar11,cp_cgacgdis_rt,out,VCCGT
205966,gen12p93dl2/gtslice0/gtssm3/gtssmpar41,gdt_iovglobals.tres_b,in,VCCGT,gen12p93dl2/gtslice0/gtssm3/gtssmpar51,gdt_iovglobals.tres_b,out,VCCGT
205967,gen12p93dl2/gtslice0/gtssm3/gtssmpar61,gdt_iovglobals.tres_b,in,VCCGT,gen12p93dl2/gtslice0/gtssm3/gtssmpar51,gdt_iovglobals.tres_b,out,VCCGT
205968,gen12p93dl2/gtslice0/gtssm3/gtssmpar31,gdt_iovglobals.tres_b,in,VCCGT,gen12p93dl2/gtslice0/gtssm3/gtssmpar51,gdt_iovglobals.tres_b,out,VCCGT
207002,gen12p93dl2/gtslice1/gtssm2/gtssmpar51,input_from_parent.tdi,in,VCCGT,gen12p93dl2/gtslice1/gtsc1/gtxetlbpar21,output_to_child_2.tdi,out,VCCGT
207433,gen12p93dl2/gtsqmcxlinf1/gtgacspar11,bmcb_bmcf_bus_0.bmcb_bmcf_pend_clcnt[10],in,VCCGT,gen12p93dl2/gtmempipe0/gtmpnodecom1/gtnodecompar11,bmcb_bmcf_bus.bmcb_bmcf_pend_clcnt[10],out,VCCGT
207435,gen12p93dl2/gtslice0/gtsc1/gtcpipepar11,tdg_pss_uavflushdone,in,VCCGT,gen12p93dl2/gtslice0/gtsc1/gtscmtfixpar11,tdg_pss_uavflushdone,out,VCCGT
207436,gen12p93dl2/gtslice0/gtsc1/gtcpipepar21,tdg_pss_uavflushdone,in,VCCGT,gen12p93dl2/gtslice0/gtsc1/gtscmtfixpar11,tdg_pss_uavflushdone,out,VCCGT
207459,gen12p93dl2/gtslice1/gtssm1/gteutop6,visaeutop_prog_bus_in.visa_customer_disable,in,VCCGT,gen12p93dl2/gtslice1/gtssm1/gtlscpar11,gteutop6_visaeutop_prog_bus_in.visa_customer_disable,out,VCCGT
207553,gen12p93dl2/gtslice1/gtssm2/gteutop1,dftevent_ssm_eutop.packet_raw.dt_lcp_pulse,in,VCCGT,gen12p93dl2/gtslice1/gtssm2/gtlscpar11,dftevent_ssm_eutop1_bus.packet_raw.dt_lcp_pulse,out,VCCGT
208977,gen12p93dl2/gtmempipe0/gtnoderc1,psmi_mertxg_dn_throttle_per_sqidi_1,in,VCCGT,gen12p93dl2/gtsqmcxlinf1/gtsqidim1/gtsqidim1par21,psmi_mertxg_dn_throttle_per_sqidi,out,VCCGT
209720,gen12p93dl2/gtslice0/gtssm3/gteutop1,dftevent_ssm_eutop.packet_raw.eventbus_encoded[0],in,VCCGT,gen12p93dl2/gtslice0/gtssm3/gtlscpar11,dftevent_ssm_eutop1_bus.packet_raw.eventbus_encoded[0],out,VCCGT
209880,gen12p93dl2/gtslice0/gtssm0/gtssmpar31,cp_cgacgdis_ss_pix_pipe,in,VCCGT,gen12p93dl2/gtslice0/gtsc1/gtrasterpar11,cp_cgacgdis_ss_pix_pipe,out,VCCGT
212036,gen12p93dl2/gtmempipe0/gtnoderc1,visagtrxbarpar_visagtnoderc1_prog_bus_out.visa_serial_cfg[0],in,VCCGT,gen12p93dl2/gtmempipe0/gtmpnodecom1/gtrxbarpar1,visagtrxbarpar_visagtnoderc1_prog_bus_out.visa_serial_cfg[0],out,VCCGT
212064,gen12p93dl2/gtslice0/gtssm1/gtssmpar61,dftevent_slice_data.packet_raw.dt_lcp_pulse,in,VCCGT,gen12p93dl2/gtslice0/gtssm0/gtssmpar41,gtsc_ssm_dftevent_data.packet_raw.dt_lcp_pulse,out,VCCGT
212768,gen12p93dl2/gtslice0/gtsc1/gtrasterpar21,oa_tdm_pkt_prev_2.rsvd[0],in,VCCGT,gen12p93dl2/gtslice0/gtssm2/gtssmpar11,oa_tdm_data[0],out,VCCGT
213552,gen12p93dl2/gtslice1/gtssm2/gtssmpar51,input_from_child.trig_event,in,VCCGT,gen12p93dl2/gtslice1/gtssm3/gtssmpar51,output_to_parent.trig_event,out,VCCGT
